frame_index,class,p10,p11,p20,p21
18256,3,1113,471,1136,496
18256,4,1106,491,1132,522
18257,0,1094,506,1118,531
18257,1,1101,530,1129,557
18257,2,1106,508,1132,534
18257,3,1113,471,1136,496
18257,4,1106,491,1132,522
18258,0,1094,506,1118,531
18258,1,1101,530,1129,557
18258,2,1106,508,1132,534
18258,3,1113,471,1136,496
18258,4,1106,491,1132,522
18259,0,1094,506,1118,531
18259,1,1101,530,1129,557
18259,2,1106,508,1132,534
18259,3,1113,471,1136,496
18259,4,1106,491,1132,522
18260,0,1094,506,1118,531
18260,1,1101,530,1129,557
18260,2,1106,508,1132,534
18260,3,1113,471,1136,496
18260,4,1106,491,1132,522
18261,0,1094,506,1118,531
18261,1,1101,530,1129,557
18261,2,1106,508,1132,534
18261,3,1113,471,1136,496
18261,4,1106,491,1132,522
18262,0,1094,506,1118,531
18262,1,1101,530,1129,557
18262,2,1106,509,1132,535
18262,3,1113,471,1136,496
18262,4,1106,491,1132,522
18263,0,1094,506,1118,531
18263,1,1101,530,1129,557
18263,2,1106,509,1132,535
18263,3,1113,471,1136,496
18263,4,1106,491,1132,522
18264,0,1094,506,1118,531
18264,1,1101,530,1129,557
18264,2,1106,509,1132,535
18264,3,1113,471,1136,496
18264,4,1106,491,1132,522
18265,0,1094,506,1118,531
18265,1,1101,530,1129,557
18265,2,1106,509,1132,535
18265,3,1113,471,1136,496
18265,4,1106,491,1132,522
18266,0,1094,506,1118,531
18266,1,1101,530,1129,557
18266,2,1106,509,1132,535
18266,3,1113,471,1136,496
18266,4,1106,491,1132,522
18267,0,1094,505,1118,530
18267,1,1101,530,1129,557
18267,2,1106,509,1132,535
18267,3,1113,471,1136,496
18267,4,1106,491,1132,522
18268,0,1094,505,1118,530
18268,1,1101,530,1129,557
18268,2,1106,509,1132,535
18268,3,1113,471,1136,496
18268,4,1106,491,1132,522
18269,0,1094,505,1118,530
18269,1,1101,530,1129,557
18269,2,1106,509,1132,535
18269,3,1113,471,1136,496
18269,4,1106,491,1132,522
18270,0,1095,505,1119,530
18270,1,1101,530,1129,557
18270,2,1106,509,1132,535
18270,3,1113,471,1136,496
18270,4,1106,491,1132,522
18271,0,1095,505,1119,530
18271,1,1101,530,1129,557
18271,2,1106,509,1132,535
18271,3,1113,471,1136,496
18271,4,1106,491,1132,522
18272,0,1095,505,1119,530
18272,1,1101,530,1129,557
18272,2,1106,509,1132,535
18272,3,1113,471,1136,496
18272,4,1106,491,1132,522
18273,0,1095,505,1119,530
18273,1,1101,530,1129,557
18273,2,1106,509,1132,535
18273,3,1113,471,1136,496
18273,4,1106,491,1132,522
18274,0,1095,505,1119,530
18274,1,1101,530,1129,557
18274,2,1106,509,1132,535
18274,3,1113,471,1136,496
18274,4,1106,491,1132,522
18275,0,1095,505,1119,530
18275,1,1101,530,1129,557
18275,2,1106,509,1132,535
18275,3,1113,472,1136,497
18275,4,1106,491,1132,522
18276,0,1095,505,1119,530
18276,1,1101,530,1129,557
18276,2,1106,509,1132,535
18276,3,1113,472,1136,497
18276,4,1106,491,1132,522
18277,0,1095,505,1119,530
18277,1,1101,530,1129,557
18277,2,1106,509,1132,535
18277,3,1113,472,1136,497
18277,4,1106,491,1132,522
18278,0,1095,505,1119,530
18278,1,1101,530,1129,557
18278,2,1106,509,1132,535
18278,3,1113,472,1136,497
18278,4,1106,491,1132,522
18279,0,1095,505,1119,530
18279,1,1101,530,1129,557
18279,2,1106,509,1132,535
18279,3,1113,472,1136,497
18279,4,1106,491,1132,522
18280,0,1095,505,1119,530
18280,1,1101,530,1129,557
18280,2,1106,509,1132,535
18280,3,1113,472,1136,497
18280,4,1106,491,1132,522
18281,0,1095,505,1119,530
18281,1,1101,530,1129,557
18281,2,1106,509,1132,535
18281,3,1113,472,1136,497
18281,4,1106,491,1132,522
18282,0,1095,505,1119,530
18282,1,1101,530,1129,557
18282,2,1106,509,1132,535
18282,3,1113,472,1136,497
18282,4,1106,491,1132,522
18283,0,1095,505,1119,530
18283,1,1101,530,1129,557
18283,2,1106,509,1132,535
18283,3,1113,472,1136,497
18283,4,1106,491,1132,522
18284,0,1095,505,1119,530
18284,1,1101,530,1129,557
18284,2,1106,509,1132,535
18284,3,1113,472,1136,497
18284,4,1106,491,1132,522
18285,0,1095,504,1119,529
18285,1,1101,530,1129,557
18285,2,1106,509,1132,535
18285,3,1113,472,1136,497
18285,4,1107,491,1133,522
18286,0,1095,504,1119,529
18286,1,1101,530,1129,557
18286,2,1106,509,1132,535
18286,3,1113,472,1136,497
18286,4,1107,491,1133,522
18287,0,1095,504,1119,529
18287,1,1101,530,1129,557
18287,2,1106,509,1132,535
18287,3,1113,472,1136,497
18287,4,1107,491,1133,522
18288,0,1095,504,1119,529
18288,1,1102,530,1130,557
18288,2,1106,509,1132,535
18288,3,1113,472,1136,497
18288,4,1107,491,1133,522
18289,0,1095,504,1119,529
18289,1,1102,530,1130,557
18289,2,1106,509,1132,535
18289,3,1113,472,1136,497
18289,4,1107,491,1133,522
18290,0,1095,504,1119,529
18290,1,1102,530,1130,557
18290,2,1106,509,1132,535
18290,3,1113,472,1136,497
18290,4,1107,491,1133,522
18291,0,1095,504,1119,529
18291,1,1102,530,1130,557
18291,2,1106,509,1132,535
18291,3,1113,472,1136,497
18291,4,1107,491,1133,522
18292,0,1095,504,1119,529
18292,1,1102,530,1130,557
18292,2,1106,509,1132,535
18292,3,1113,472,1136,497
18292,4,1107,491,1133,522
18293,0,1096,504,1119,529
18293,1,1102,530,1130,557
18293,2,1106,509,1132,535
18293,3,1113,472,1136,497
18293,4,1107,491,1133,522
18294,0,1096,504,1119,529
18294,1,1102,530,1130,557
18294,2,1106,509,1132,535
18294,3,1113,472,1136,497
18294,4,1107,491,1133,522
18295,0,1096,504,1119,529
18295,1,1102,530,1130,557
18295,2,1106,509,1132,535
18295,3,1113,472,1136,497
18295,4,1107,491,1133,522
18296,0,1096,504,1119,529
18296,1,1102,530,1130,557
18296,2,1106,509,1132,535
18296,3,1113,472,1136,497
18296,4,1107,491,1133,522
18297,0,1096,504,1119,529
18297,1,1102,530,1130,557
18297,2,1106,509,1132,535
18297,3,1113,472,1136,497
18297,4,1107,491,1133,522
18298,0,1096,504,1119,529
18298,1,1102,530,1130,557
18298,2,1106,509,1132,535
18298,3,1113,472,1136,497
18298,4,1107,491,1133,522
18299,0,1096,504,1119,529
18299,1,1102,530,1130,557
18299,2,1106,509,1132,535
18299,3,1113,472,1136,497
18299,4,1107,491,1133,522
18300,0,1096,504,1119,529
18300,1,1102,530,1130,557
18300,2,1106,509,1132,535
18300,3,1113,472,1136,497
18300,4,1107,491,1133,522
18301,0,1096,504,1119,529
18301,1,1102,530,1130,557
18301,2,1106,509,1132,535
18301,3,1113,472,1136,497
18301,4,1107,491,1133,522
18302,0,1096,503,1119,528
18302,1,1102,530,1130,557
18302,2,1106,509,1132,535
18302,3,1113,472,1136,497
18302,4,1107,491,1133,522
18303,0,1096,503,1119,528
18303,1,1102,530,1130,557
18303,2,1106,509,1132,535
18303,3,1113,472,1136,497
18303,4,1107,491,1133,522
18304,0,1097,503,1120,528
18304,1,1102,530,1130,557
18304,2,1106,509,1132,535
18304,3,1113,472,1136,497
18304,4,1107,491,1133,522
18305,0,1097,503,1120,528
18305,1,1102,530,1130,557
18305,2,1106,509,1132,535
18305,3,1113,472,1136,497
18305,4,1107,491,1133,522
18306,0,1097,503,1120,528
18306,1,1102,531,1130,558
18306,2,1107,509,1133,535
18306,3,1113,472,1136,497
18306,4,1107,491,1133,522
18307,0,1097,503,1120,528
18307,1,1102,531,1130,558
18307,2,1107,509,1133,535
18307,3,1113,472,1136,497
18307,4,1107,491,1133,522
18308,0,1097,503,1120,528
18308,1,1102,531,1130,558
18308,2,1107,509,1133,535
18308,3,1113,472,1136,497
18308,4,1107,491,1133,522
18309,0,1097,503,1120,528
18309,1,1102,531,1130,558
18309,2,1107,509,1133,535
18309,3,1113,472,1136,497
18309,4,1107,491,1133,522
18310,0,1097,503,1120,528
18310,1,1102,531,1130,558
18310,2,1107,509,1133,535
18310,3,1113,472,1136,497
18310,4,1107,491,1133,522
18311,0,1097,503,1120,528
18311,1,1102,531,1130,558
18311,2,1107,509,1133,535
18311,3,1113,472,1136,497
18311,4,1107,491,1133,522
18312,0,1097,503,1120,528
18312,1,1102,531,1130,558
18312,2,1107,509,1133,535
18312,3,1113,472,1136,497
18312,4,1107,491,1133,522
18313,0,1097,503,1120,528
18313,1,1102,531,1130,558
18313,2,1107,509,1133,535
18313,3,1113,472,1136,497
18313,4,1107,491,1133,522
18314,0,1097,503,1120,528
18314,1,1102,531,1130,558
18314,2,1107,509,1133,535
18314,3,1113,472,1136,497
18314,4,1107,491,1133,522
18315,0,1097,503,1120,528
18315,1,1102,531,1130,558
18315,2,1107,509,1133,535
18315,3,1113,472,1136,497
18315,4,1107,491,1133,522
18316,0,1097,503,1120,528
18316,1,1102,531,1130,558
18316,2,1107,509,1133,535
18316,3,1114,472,1137,497
18316,4,1107,491,1133,522
18317,0,1097,503,1120,528
18317,1,1102,531,1130,558
18317,2,1107,509,1133,535
18317,3,1114,472,1137,497
18317,4,1107,491,1133,522
18318,0,1097,503,1120,528
18318,1,1102,531,1130,558
18318,2,1107,509,1133,535
18318,3,1114,472,1137,497
18318,4,1107,491,1133,522
18319,0,1097,503,1120,528
18319,1,1102,531,1130,558
18319,2,1107,509,1133,535
18319,3,1114,472,1137,497
18319,4,1107,491,1133,522
18320,0,1097,502,1120,527
18320,1,1102,531,1130,558
18320,2,1107,509,1133,535
18320,3,1114,472,1137,497
18320,4,1107,491,1133,522
18321,0,1097,502,1120,527
18321,1,1102,531,1130,558
18321,2,1107,509,1133,535
18321,3,1114,472,1137,497
18321,4,1107,491,1133,522
18322,0,1097,502,1120,527
18322,1,1102,531,1130,558
18322,2,1107,509,1133,535
18322,3,1114,472,1137,497
18322,4,1107,491,1133,522
18323,0,1097,502,1120,527
18323,1,1102,531,1130,558
18323,2,1107,509,1133,535
18323,3,1114,472,1137,497
18323,4,1107,491,1133,522
18324,0,1097,502,1120,527
18324,1,1102,531,1130,558
18324,2,1107,509,1133,535
18324,3,1114,472,1137,497
18324,4,1107,491,1133,522
18325,0,1097,502,1120,527
18325,1,1102,531,1130,558
18325,2,1107,509,1133,535
18325,3,1114,472,1137,497
18325,4,1107,491,1133,522
18326,0,1097,502,1120,527
18326,1,1102,531,1130,558
18326,2,1107,509,1133,535
18326,3,1114,472,1137,497
18326,4,1107,491,1133,522
18327,0,1097,502,1120,527
18327,1,1102,531,1130,558
18327,2,1107,509,1133,535
18327,3,1114,472,1137,497
18327,4,1107,491,1133,522
18328,0,1097,502,1120,527
18328,1,1102,531,1130,558
18328,2,1107,509,1133,535
18328,3,1114,472,1137,497
18328,4,1107,491,1133,522
18329,0,1097,502,1120,527
18329,1,1102,531,1130,558
18329,2,1107,509,1133,535
18329,3,1114,472,1137,497
18329,4,1107,491,1133,522
18330,0,1097,502,1120,527
18330,1,1102,531,1130,558
18330,2,1107,509,1133,535
18330,3,1114,472,1137,497
18330,4,1107,491,1133,522
18331,0,1097,502,1120,527
18331,1,1102,531,1130,558
18331,2,1107,509,1133,535
18331,3,1114,472,1137,497
18331,4,1107,492,1133,523
18332,0,1097,502,1120,527
18332,1,1102,531,1130,558
18332,2,1107,509,1133,535
18332,3,1114,472,1137,497
18332,4,1107,492,1133,523
18333,0,1097,502,1120,527
18333,1,1102,531,1130,558
18333,2,1107,509,1133,535
18333,3,1114,472,1137,497
18333,4,1107,492,1133,523
18334,0,1097,502,1120,527
18334,1,1102,531,1130,558
18334,2,1107,509,1133,535
18334,3,1114,472,1137,497
18334,4,1107,492,1133,523
18335,0,1097,502,1120,527
18335,1,1102,531,1130,558
18335,2,1107,509,1133,535
18335,3,1114,472,1137,497
18335,4,1107,492,1133,523
18336,0,1097,502,1120,527
18336,1,1102,531,1130,558
18336,2,1107,509,1133,535
18336,3,1114,472,1137,497
18336,4,1107,492,1133,523
18337,0,1097,501,1120,526
18337,1,1102,531,1130,558
18337,2,1107,509,1133,535
18337,3,1114,472,1137,497
18337,4,1107,492,1133,523
18338,0,1098,501,1121,526
18338,1,1102,531,1130,558
18338,2,1107,509,1133,535
18338,3,1114,472,1137,497
18338,4,1107,492,1133,523
18339,0,1098,501,1121,526
18339,1,1102,531,1130,558
18339,2,1107,509,1133,535
18339,3,1114,472,1137,497
18339,4,1107,492,1133,523
18340,0,1098,501,1121,526
18340,1,1102,531,1130,558
18340,2,1107,509,1133,535
18340,3,1114,472,1137,497
18340,4,1107,492,1133,523
18341,0,1098,501,1121,526
18341,1,1102,531,1130,558
18341,2,1107,509,1133,535
18341,3,1114,472,1137,497
18341,4,1107,492,1133,523
18342,0,1098,501,1121,526
18342,1,1102,531,1130,558
18342,2,1107,509,1133,535
18342,3,1114,472,1137,497
18342,4,1107,492,1133,523
18343,0,1098,501,1121,526
18343,1,1102,531,1130,558
18343,2,1107,509,1133,535
18343,3,1114,472,1137,497
18343,4,1107,492,1133,523
18344,0,1098,501,1121,526
18344,1,1102,531,1130,558
18344,2,1107,509,1133,535
18344,3,1114,472,1137,497
18344,4,1107,492,1133,523
18345,0,1098,501,1121,526
18345,1,1102,531,1130,558
18345,2,1107,509,1133,535
18345,3,1114,472,1137,497
18345,4,1107,492,1133,523
18346,0,1098,501,1121,526
18346,1,1102,531,1130,558
18346,2,1107,509,1133,535
18346,3,1114,472,1137,497
18346,4,1107,492,1133,523
18347,0,1098,501,1121,526
18347,1,1102,531,1130,558
18347,2,1107,509,1133,535
18347,3,1114,472,1137,497
18347,4,1107,492,1133,523
18348,0,1098,501,1121,526
18348,1,1102,531,1130,558
18348,2,1107,509,1133,535
18348,3,1114,472,1137,497
18348,4,1107,492,1133,523
18349,0,1098,501,1121,526
18349,1,1102,531,1130,558
18349,2,1107,509,1133,535
18349,3,1114,472,1137,497
18349,4,1107,492,1133,523
18350,0,1098,501,1121,526
18350,1,1102,531,1130,558
18350,2,1107,509,1133,535
18350,3,1114,472,1137,497
18350,4,1107,492,1133,523
18351,0,1098,501,1121,526
18351,1,1102,531,1130,558
18351,2,1107,509,1133,535
18351,3,1114,472,1137,497
18351,4,1107,492,1133,523
18352,0,1098,501,1121,526
18352,1,1102,531,1130,558
18352,2,1107,509,1133,535
18352,3,1114,472,1137,497
18352,4,1107,492,1133,523
18353,0,1098,501,1121,526
18353,1,1102,531,1130,558
18353,2,1107,509,1133,535
18353,3,1114,472,1137,497
18353,4,1107,492,1133,523
18354,0,1098,501,1121,526
18354,1,1102,531,1130,558
18354,2,1107,510,1133,536
18354,3,1114,472,1137,497
18354,4,1107,492,1133,523
18355,0,1098,500,1121,525
18355,1,1102,531,1130,558
18355,2,1107,510,1133,536
18355,3,1114,472,1137,497
18355,4,1107,492,1133,523
18356,0,1098,500,1121,525
18356,1,1102,531,1130,558
18356,2,1107,510,1133,536
18356,3,1114,472,1137,497
18356,4,1107,492,1133,523
18357,0,1098,500,1121,525
18357,1,1102,531,1130,558
18357,2,1107,510,1133,536
18357,3,1114,472,1137,497
18357,4,1107,492,1133,523
18358,0,1098,500,1121,525
18358,1,1102,531,1130,558
18358,2,1107,510,1133,536
18358,3,1114,472,1137,497
18358,4,1107,492,1133,523
18359,0,1098,500,1121,525
18359,1,1102,531,1130,558
18359,2,1107,510,1133,536
18359,3,1114,472,1137,497
18359,4,1107,492,1133,523
18360,0,1098,500,1121,525
18360,1,1103,531,1131,558
18360,2,1107,510,1133,536
18360,3,1114,472,1137,497
18360,4,1107,492,1133,523
18361,0,1098,500,1121,525
18361,1,1103,531,1131,558
18361,2,1107,510,1133,536
18361,3,1114,472,1137,497
18361,4,1107,492,1133,523
18362,0,1098,500,1121,525
18362,1,1103,531,1131,558
18362,2,1107,510,1133,536
18362,3,1114,472,1137,497
18362,4,1107,492,1133,523
18363,0,1098,500,1121,525
18363,1,1103,531,1131,558
18363,2,1107,510,1133,536
18363,3,1114,472,1137,497
18363,4,1107,492,1133,523
18364,0,1098,500,1121,525
18364,1,1103,531,1131,558
18364,2,1107,510,1133,536
18364,3,1114,472,1137,497
18364,4,1107,492,1133,523
18365,0,1098,500,1121,525
18365,1,1103,531,1131,558
18365,2,1107,510,1133,536
18365,3,1114,472,1137,497
18365,4,1107,492,1133,523
18366,0,1098,500,1121,525
18366,1,1103,531,1131,558
18366,2,1107,510,1133,536
18366,3,1114,472,1137,497
18366,4,1107,492,1133,523
18367,0,1098,500,1121,525
18367,1,1103,531,1131,558
18367,2,1107,510,1133,536
18367,3,1114,472,1137,497
18367,4,1107,492,1133,523
18368,0,1098,500,1121,525
18368,1,1103,531,1131,558
18368,2,1107,510,1133,536
18368,3,1114,472,1137,497
18368,4,1107,492,1133,523
18369,0,1098,500,1121,525
18369,1,1103,531,1131,558
18369,2,1107,510,1133,536
18369,3,1114,472,1137,497
18369,4,1107,492,1133,523
18370,0,1098,500,1121,525
18370,1,1103,531,1131,558
18370,2,1107,510,1133,536
18370,3,1114,472,1137,497
18370,4,1107,492,1133,523
18371,0,1098,500,1121,525
18371,1,1103,531,1131,558
18371,2,1107,510,1133,536
18371,3,1114,472,1137,497
18371,4,1107,492,1133,523
18372,0,1099,500,1122,525
18372,1,1103,531,1131,558
18372,2,1107,510,1133,536
18372,3,1114,472,1137,497
18372,4,1107,492,1133,523
18373,0,1099,499,1122,524
18373,1,1103,531,1131,558
18373,2,1107,510,1133,536
18373,3,1114,472,1137,497
18373,4,1107,492,1133,523
18374,0,1099,499,1122,524
18374,1,1103,531,1131,558
18374,2,1107,510,1133,536
18374,3,1114,472,1137,497
18374,4,1107,492,1133,523
18375,0,1099,499,1122,524
18375,1,1103,531,1131,558
18375,2,1107,510,1133,536
18375,3,1114,472,1137,497
18375,4,1107,492,1133,523
18376,0,1099,499,1122,524
18376,1,1103,531,1131,558
18376,2,1107,510,1133,536
18376,3,1114,472,1137,497
18376,4,1107,492,1133,523
18377,0,1099,499,1122,524
18377,1,1103,531,1131,558
18377,2,1107,510,1133,536
18377,3,1114,472,1137,497
18377,4,1107,492,1133,523
18378,0,1099,499,1122,524
18378,1,1103,531,1131,558
18378,2,1107,510,1133,536
18378,3,1114,472,1137,497
18378,4,1107,492,1133,523
18379,0,1099,499,1122,524
18379,1,1103,531,1131,558
18379,2,1107,510,1133,536
18379,3,1114,472,1137,497
18379,4,1107,492,1133,523
18380,0,1099,499,1122,524
18380,1,1103,531,1131,558
18380,2,1107,510,1133,536
18380,3,1114,472,1137,497
18380,4,1107,492,1133,523
18381,0,1099,499,1122,524
18381,1,1103,531,1131,558
18381,2,1107,510,1133,536
18381,3,1114,472,1137,497
18381,4,1107,492,1133,523
18382,0,1099,499,1122,524
18382,1,1103,531,1131,558
18382,2,1107,510,1133,536
18382,3,1114,472,1137,497
18382,4,1107,492,1133,523
18383,0,1099,499,1122,524
18383,1,1103,531,1131,558
18383,2,1107,510,1133,536
18383,3,1114,472,1137,497
18383,4,1107,492,1133,523
18384,0,1099,499,1122,524
18384,1,1103,531,1131,558
18384,2,1107,510,1133,536
18384,3,1114,472,1137,497
18384,4,1107,492,1133,523
18385,0,1099,499,1122,524
18385,1,1103,531,1131,558
18385,2,1107,510,1133,536
18385,3,1114,472,1137,497
18385,4,1107,492,1133,523
18386,0,1099,499,1122,524
18386,1,1103,531,1131,558
18386,2,1107,510,1133,536
18386,3,1114,472,1137,497
18386,4,1107,492,1133,523
18387,0,1099,499,1122,524
18387,1,1103,531,1131,558
18387,2,1107,510,1133,536
18387,3,1114,472,1137,497
18387,4,1107,492,1133,523
18388,0,1099,499,1122,524
18388,1,1103,531,1131,558
18388,2,1107,510,1133,536
18388,3,1114,472,1137,497
18388,4,1107,492,1133,523
18389,0,1099,499,1122,524
18389,1,1103,531,1131,558
18389,2,1107,510,1133,536
18389,3,1114,472,1137,497
18389,4,1107,492,1133,523
18390,0,1099,499,1122,524
18390,1,1103,531,1131,558
18390,2,1107,510,1133,536
18390,3,1114,472,1137,497
18390,4,1107,492,1133,523
18391,0,1099,498,1122,523
18391,1,1103,531,1131,558
18391,2,1107,510,1133,536
18391,3,1114,472,1137,497
18391,4,1107,492,1133,523
18392,0,1099,498,1122,523
18392,1,1103,532,1131,559
18392,2,1107,510,1133,536
18392,3,1114,472,1137,497
18392,4,1107,492,1133,523
18393,0,1099,498,1122,523
18393,1,1103,532,1131,559
18393,2,1107,510,1133,536
18393,3,1114,472,1137,497
18393,4,1107,492,1133,523
18394,0,1099,498,1122,523
18394,1,1103,532,1131,559
18394,2,1107,510,1133,536
18394,3,1114,472,1137,497
18394,4,1107,492,1133,523
18395,0,1099,498,1122,523
18395,1,1103,532,1131,559
18395,2,1107,510,1133,536
18395,3,1114,472,1137,497
18395,4,1107,492,1133,523
18396,0,1099,498,1122,523
18396,1,1103,532,1131,559
18396,2,1107,510,1133,536
18396,3,1114,473,1137,498
18396,4,1107,492,1133,523
18397,0,1099,498,1122,523
18397,1,1103,532,1131,559
18397,2,1107,510,1133,536
18397,3,1114,473,1137,498
18397,4,1107,492,1133,523
18398,0,1099,498,1122,523
18398,1,1103,532,1131,559
18398,2,1107,510,1133,536
18398,3,1114,473,1137,498
18398,4,1107,492,1133,523
18399,0,1099,498,1122,523
18399,1,1103,532,1131,559
18399,2,1107,510,1133,536
18399,3,1114,473,1137,498
18399,4,1107,492,1133,523
18400,0,1099,498,1122,523
18400,1,1103,532,1131,559
18400,2,1108,510,1134,536
18400,3,1114,473,1137,498
18400,4,1107,492,1133,523
18401,0,1099,498,1122,523
18401,1,1103,532,1131,559
18401,2,1108,510,1134,536
18401,3,1114,473,1137,498
18401,4,1107,492,1133,523
18402,0,1099,498,1122,523
18402,1,1103,532,1131,559
18402,2,1108,510,1134,536
18402,3,1114,473,1137,498
18402,4,1107,492,1133,523
18403,0,1099,498,1122,523
18403,1,1103,532,1131,559
18403,2,1108,510,1134,536
18403,3,1114,473,1137,498
18403,4,1107,492,1133,523
18404,0,1099,498,1122,523
18404,1,1103,532,1131,559
18404,2,1108,510,1134,536
18404,3,1114,473,1137,498
18404,4,1107,492,1133,523
18405,0,1099,498,1122,523
18405,1,1103,532,1131,559
18405,2,1108,510,1134,536
18405,3,1114,473,1137,498
18405,4,1107,492,1133,523
18406,0,1099,498,1122,523
18406,1,1103,532,1131,559
18406,2,1108,510,1134,536
18406,3,1114,473,1137,498
18406,4,1107,492,1133,523
18407,0,1100,498,1123,523
18407,1,1103,532,1131,559
18407,2,1108,510,1134,536
18407,3,1114,473,1137,498
18407,4,1107,492,1133,523
18408,0,1100,498,1123,523
18408,1,1103,532,1131,559
18408,2,1108,510,1134,536
18408,3,1114,473,1137,498
18408,4,1107,492,1133,523
18409,0,1100,497,1123,522
18409,1,1103,532,1131,559
18409,2,1108,510,1134,536
18409,3,1114,473,1137,498
18409,4,1107,492,1133,523
18410,0,1100,497,1123,522
18410,1,1103,532,1131,559
18410,2,1108,510,1134,536
18410,3,1114,473,1137,498
18410,4,1107,492,1133,523
18411,0,1100,497,1123,522
18411,1,1103,532,1131,559
18411,2,1108,510,1134,536
18411,3,1114,473,1137,498
18411,4,1107,492,1133,523
18412,0,1100,497,1123,522
18412,1,1103,532,1131,559
18412,2,1108,510,1134,536
18412,3,1114,473,1137,498
18412,4,1107,492,1133,523
18413,0,1100,497,1123,522
18413,1,1103,532,1131,559
18413,2,1108,510,1134,536
18413,3,1114,473,1137,498
18413,4,1107,492,1133,523
18414,0,1100,497,1123,522
18414,1,1103,532,1131,559
18414,2,1108,510,1134,536
18414,3,1114,473,1137,498
18414,4,1107,492,1133,523
18415,0,1100,497,1123,522
18415,1,1103,532,1131,559
18415,2,1108,510,1134,536
18415,3,1114,473,1137,498
18415,4,1108,492,1134,523
18416,0,1100,497,1123,522
18416,1,1103,532,1131,559
18416,2,1108,510,1134,536
18416,3,1114,473,1137,498
18416,4,1108,493,1134,524
18417,0,1100,497,1123,522
18417,1,1103,532,1131,559
18417,2,1108,510,1134,536
18417,3,1114,473,1137,498
18417,4,1108,493,1134,524
18418,0,1100,497,1123,522
18418,1,1103,532,1131,559
18418,2,1108,510,1134,536
18418,3,1114,473,1137,498
18418,4,1108,493,1134,524
18419,0,1100,497,1123,522
18419,1,1103,532,1131,559
18419,2,1108,510,1134,536
18419,3,1114,473,1137,498
18419,4,1108,493,1134,524
18420,0,1100,497,1123,522
18420,1,1103,532,1131,559
18420,2,1108,510,1134,536
18420,3,1114,473,1137,498
18420,4,1108,493,1134,524
18421,0,1100,497,1123,522
18421,1,1103,532,1131,559
18421,2,1108,510,1134,536
18421,3,1114,473,1137,498
18421,4,1108,493,1134,524
18422,0,1100,497,1123,522
18422,1,1103,532,1131,559
18422,2,1108,510,1134,536
18422,3,1114,473,1137,498
18422,4,1108,493,1134,524
18423,0,1100,497,1123,522
18423,1,1103,532,1131,559
18423,2,1108,510,1134,536
18423,3,1114,473,1137,498
18423,4,1108,493,1134,524
18424,0,1100,497,1123,522
18424,1,1103,532,1131,559
18424,2,1108,510,1134,536
18424,3,1114,473,1137,498
18424,4,1108,493,1134,524
18425,0,1100,497,1123,522
18425,1,1103,532,1131,559
18425,2,1108,510,1134,536
18425,3,1114,473,1137,498
18425,4,1108,493,1134,524
18426,0,1100,497,1123,522
18426,1,1103,532,1131,559
18426,2,1108,510,1134,536
18426,3,1114,473,1137,498
18426,4,1108,493,1134,524
18427,0,1100,496,1123,521
18427,1,1103,532,1131,559
18427,2,1108,510,1134,536
18427,3,1114,473,1137,498
18427,4,1108,493,1134,524
18428,0,1100,496,1123,521
18428,1,1103,532,1131,559
18428,2,1108,510,1134,536
18428,3,1114,473,1137,498
18428,4,1108,493,1134,524
18429,0,1100,496,1123,521
18429,1,1103,532,1131,559
18429,2,1108,510,1134,536
18429,3,1114,473,1137,498
18429,4,1108,493,1134,524
18430,0,1100,496,1123,521
18430,1,1103,532,1131,559
18430,2,1108,510,1134,536
18430,3,1114,473,1137,498
18430,4,1108,493,1134,524
18431,0,1100,496,1123,521
18431,1,1103,532,1131,559
18431,2,1108,510,1134,536
18431,3,1114,473,1137,498
18431,4,1108,493,1134,524
18432,0,1100,496,1123,521
18432,1,1103,532,1131,559
18432,2,1108,510,1134,536
18432,3,1114,473,1137,498
18432,4,1108,493,1134,524
18433,0,1100,496,1123,521
18433,1,1103,532,1131,559
18433,2,1108,510,1134,536
18433,3,1114,473,1137,498
18433,4,1108,493,1134,524
18434,0,1100,496,1123,521
18434,1,1104,532,1132,559
18434,2,1108,510,1134,536
18434,3,1114,473,1137,498
18434,4,1108,493,1134,524
18435,0,1100,496,1123,521
18435,1,1104,532,1132,559
18435,2,1108,510,1134,536
18435,3,1114,473,1137,498
18435,4,1108,493,1134,524
18436,0,1100,496,1123,521
18436,1,1104,532,1132,559
18436,2,1108,510,1134,536
18436,3,1114,473,1137,498
18436,4,1108,493,1134,524
18437,0,1100,496,1123,521
18437,1,1104,532,1132,559
18437,2,1108,510,1134,536
18437,3,1114,473,1137,498
18437,4,1108,493,1134,524
18438,0,1100,496,1123,521
18438,1,1104,532,1132,559
18438,2,1108,510,1134,536
18438,3,1114,473,1137,498
18438,4,1108,493,1134,524
18439,0,1100,496,1123,521
18439,1,1104,532,1132,559
18439,2,1108,510,1134,536
18439,3,1114,473,1137,498
18439,4,1108,493,1134,524
18440,0,1100,496,1123,521
18440,1,1104,532,1132,559
18440,2,1108,510,1134,536
18440,3,1114,473,1137,498
18440,4,1108,493,1134,524
18441,0,1100,496,1123,521
18441,1,1104,532,1132,559
18441,2,1108,510,1134,536
18441,3,1114,473,1137,498
18441,4,1108,493,1134,524
18442,0,1100,496,1123,521
18442,1,1104,532,1132,559
18442,2,1108,510,1134,536
18442,3,1114,473,1137,498
18442,4,1108,493,1134,524
