,Propositions
4071,"blue = 30, green = 30, purple = 20, red = 50"
4072,"blue = 30, green = 30, purple = 30, red = 50"
4073,"blue = 30, green = 30, purple = 40, red = 50"
4074,"blue = 30, green = 30, purple = 50, red = 50"
4075,"blue = 30, green = 30, red = 50, yellow = 10"
4076,"blue = 30, green = 30, red = 50, yellow = 20"
4077,"blue = 30, green = 30, red = 50, yellow = 30"
4078,"blue = 30, green = 30, red = 50, yellow = 40"
4079,"blue = 30, green = 30, red = 50, yellow = 50"
4080,"blue = 30, green = 40, purple = 10, red = 50"
4081,"blue = 30, green = 40, purple = 20, red = 50"
4082,"blue = 30, green = 40, purple = 30, red = 50"
4083,"blue = 30, green = 40, purple = 40, red = 50"
4084,"blue = 30, green = 40, purple = 50, red = 50"
4085,"blue = 30, green = 40, red = 50, yellow = 10"
4086,"blue = 30, green = 40, red = 50, yellow = 20"
4087,"blue = 30, green = 40, red = 50, yellow = 30"
4088,"blue = 30, green = 40, red = 50, yellow = 40"
4089,"blue = 30, green = 40, red = 50, yellow = 50"
4090,"blue = 30, green = 50, purple = 10, red = 50"
4091,"blue = 30, green = 50, purple = 20, red = 50"
4092,"blue = 30, green = 50, purple = 30, red = 50"
4093,"blue = 30, green = 50, purple = 40, red = 50"
4094,"blue = 30, green = 50, purple = 50, red = 50"
4095,"blue = 30, green = 50, red = 50, yellow = 10"
4096,"blue = 30, green = 50, red = 50, yellow = 20"
4097,"blue = 30, green = 50, red = 50, yellow = 30"
4098,"blue = 30, green = 50, red = 50, yellow = 40"
4099,"blue = 30, green = 50, red = 50, yellow = 50"
4100,"blue = 30, purple = 10, red = 50, yellow = 10"
4101,"blue = 30, purple = 10, red = 50, yellow = 20"
4102,"blue = 30, purple = 10, red = 50, yellow = 30"
4103,"blue = 30, purple = 10, red = 50, yellow = 40"
4104,"blue = 30, purple = 10, red = 50, yellow = 50"
4105,"blue = 30, purple = 20, red = 50, yellow = 10"
4106,"blue = 30, purple = 20, red = 50, yellow = 20"
4107,"blue = 30, purple = 20, red = 50, yellow = 30"
4108,"blue = 30, purple = 20, red = 50, yellow = 40"
4109,"blue = 30, purple = 20, red = 50, yellow = 50"
4110,"blue = 30, purple = 30, red = 50, yellow = 10"
4111,"blue = 30, purple = 30, red = 50, yellow = 20"
4112,"blue = 30, purple = 30, red = 50, yellow = 30"
4113,"blue = 30, purple = 30, red = 50, yellow = 40"
4114,"blue = 30, purple = 30, red = 50, yellow = 50"
4115,"blue = 30, purple = 40, red = 50, yellow = 10"
4116,"blue = 30, purple = 40, red = 50, yellow = 20"
4117,"blue = 30, purple = 40, red = 50, yellow = 30"
4118,"blue = 30, purple = 40, red = 50, yellow = 40"
4119,"blue = 30, purple = 40, red = 50, yellow = 50"
4120,"blue = 30, purple = 50, red = 50, yellow = 10"
4121,"blue = 30, purple = 50, red = 50, yellow = 20"
4122,"blue = 30, purple = 50, red = 50, yellow = 30"
4123,"blue = 30, purple = 50, red = 50, yellow = 40"
4124,"blue = 30, purple = 50, red = 50, yellow = 50"
4125,"blue = 40, green = 10, purple = 10, red = 50"
4126,"blue = 40, green = 10, purple = 20, red = 50"
4127,"blue = 40, green = 10, purple = 30, red = 50"
4128,"blue = 40, green = 10, purple = 40, red = 50"
4129,"blue = 40, green = 10, purple = 50, red = 50"
4130,"blue = 40, green = 10, red = 50, yellow = 10"
4131,"blue = 40, green = 10, red = 50, yellow = 20"
4132,"blue = 40, green = 10, red = 50, yellow = 30"
4133,"blue = 40, green = 10, red = 50, yellow = 40"
4134,"blue = 40, green = 10, red = 50, yellow = 50"
4135,"blue = 40, green = 20, purple = 10, red = 50"
4136,"blue = 40, green = 20, purple = 20, red = 50"
4137,"blue = 40, green = 20, purple = 30, red = 50"
4138,"blue = 40, green = 20, purple = 40, red = 50"
4139,"blue = 40, green = 20, purple = 50, red = 50"
4140,"blue = 40, green = 20, red = 50, yellow = 10"
4141,"blue = 40, green = 20, red = 50, yellow = 20"
4142,"blue = 40, green = 20, red = 50, yellow = 30"
4143,"blue = 40, green = 20, red = 50, yellow = 40"
4144,"blue = 40, green = 20, red = 50, yellow = 50"
4145,"blue = 40, green = 30, purple = 10, red = 50"
4146,"blue = 40, green = 30, purple = 20, red = 50"
4147,"blue = 40, green = 30, purple = 30, red = 50"
4148,"blue = 40, green = 30, purple = 40, red = 50"
4149,"blue = 40, green = 30, purple = 50, red = 50"
4150,"blue = 40, green = 30, red = 50, yellow = 10"
4151,"blue = 40, green = 30, red = 50, yellow = 20"
4152,"blue = 40, green = 30, red = 50, yellow = 30"
4153,"blue = 40, green = 30, red = 50, yellow = 40"
4154,"blue = 40, green = 30, red = 50, yellow = 50"
4155,"blue = 40, green = 40, purple = 10, red = 50"
4156,"blue = 40, green = 40, purple = 20, red = 50"
4157,"blue = 40, green = 40, purple = 30, red = 50"
4158,"blue = 40, green = 40, purple = 40, red = 50"
4159,"blue = 40, green = 40, purple = 50, red = 50"
4160,"blue = 40, green = 40, red = 50, yellow = 10"
4161,"blue = 40, green = 40, red = 50, yellow = 20"
4162,"blue = 40, green = 40, red = 50, yellow = 30"
4163,"blue = 40, green = 40, red = 50, yellow = 40"
4164,"blue = 40, green = 40, red = 50, yellow = 50"
4165,"blue = 40, green = 50, purple = 10, red = 50"
4166,"blue = 40, green = 50, purple = 20, red = 50"
4167,"blue = 40, green = 50, purple = 30, red = 50"
4168,"blue = 40, green = 50, purple = 40, red = 50"
4169,"blue = 40, green = 50, purple = 50, red = 50"
4170,"blue = 40, green = 50, red = 50, yellow = 10"
4171,"blue = 40, green = 50, red = 50, yellow = 20"
4172,"blue = 40, green = 50, red = 50, yellow = 30"
4173,"blue = 40, green = 50, red = 50, yellow = 40"
4174,"blue = 40, green = 50, red = 50, yellow = 50"
4175,"blue = 40, purple = 10, red = 50, yellow = 10"
4176,"blue = 40, purple = 10, red = 50, yellow = 20"
4177,"blue = 40, purple = 10, red = 50, yellow = 30"
4178,"blue = 40, purple = 10, red = 50, yellow = 40"
4179,"blue = 40, purple = 10, red = 50, yellow = 50"
4180,"blue = 40, purple = 20, red = 50, yellow = 10"
4181,"blue = 40, purple = 20, red = 50, yellow = 20"
4182,"blue = 40, purple = 20, red = 50, yellow = 30"
4183,"blue = 40, purple = 20, red = 50, yellow = 40"
4184,"blue = 40, purple = 20, red = 50, yellow = 50"
4185,"blue = 40, purple = 30, red = 50, yellow = 10"
4186,"blue = 40, purple = 30, red = 50, yellow = 20"
4187,"blue = 40, purple = 30, red = 50, yellow = 30"
4188,"blue = 40, purple = 30, red = 50, yellow = 40"
4189,"blue = 40, purple = 30, red = 50, yellow = 50"
4190,"blue = 40, purple = 40, red = 50, yellow = 10"
4191,"blue = 40, purple = 40, red = 50, yellow = 20"
4192,"blue = 40, purple = 40, red = 50, yellow = 30"
4193,"blue = 40, purple = 40, red = 50, yellow = 40"
4194,"blue = 40, purple = 40, red = 50, yellow = 50"
4195,"blue = 40, purple = 50, red = 50, yellow = 10"
4196,"blue = 40, purple = 50, red = 50, yellow = 20"
4197,"blue = 40, purple = 50, red = 50, yellow = 30"
4198,"blue = 40, purple = 50, red = 50, yellow = 40"
4199,"blue = 40, purple = 50, red = 50, yellow = 50"
4200,"blue = 50, green = 10, purple = 10, red = 50"
4201,"blue = 50, green = 10, purple = 20, red = 50"
4202,"blue = 50, green = 10, purple = 30, red = 50"
4203,"blue = 50, green = 10, purple = 40, red = 50"
4204,"blue = 50, green = 10, purple = 50, red = 50"
4205,"blue = 50, green = 10, red = 50, yellow = 10"
4206,"blue = 50, green = 10, red = 50, yellow = 20"
4207,"blue = 50, green = 10, red = 50, yellow = 30"
4208,"blue = 50, green = 10, red = 50, yellow = 40"
4209,"blue = 50, green = 10, red = 50, yellow = 50"
4210,"blue = 50, green = 20, purple = 10, red = 50"
4211,"blue = 50, green = 20, purple = 20, red = 50"
4212,"blue = 50, green = 20, purple = 30, red = 50"
4213,"blue = 50, green = 20, purple = 40, red = 50"
4214,"blue = 50, green = 20, purple = 50, red = 50"
4215,"blue = 50, green = 20, red = 50, yellow = 10"
4216,"blue = 50, green = 20, red = 50, yellow = 20"
4217,"blue = 50, green = 20, red = 50, yellow = 30"
4218,"blue = 50, green = 20, red = 50, yellow = 40"
4219,"blue = 50, green = 20, red = 50, yellow = 50"
4220,"blue = 50, green = 30, purple = 10, red = 50"
4221,"blue = 50, green = 30, purple = 20, red = 50"
4222,"blue = 50, green = 30, purple = 30, red = 50"
4223,"blue = 50, green = 30, purple = 40, red = 50"
4224,"blue = 50, green = 30, purple = 50, red = 50"
4225,"blue = 50, green = 30, red = 50, yellow = 10"
4226,"blue = 50, green = 30, red = 50, yellow = 20"
4227,"blue = 50, green = 30, red = 50, yellow = 30"
4228,"blue = 50, green = 30, red = 50, yellow = 40"
4229,"blue = 50, green = 30, red = 50, yellow = 50"
4230,"blue = 50, green = 40, purple = 10, red = 50"
4231,"blue = 50, green = 40, purple = 20, red = 50"
4232,"blue = 50, green = 40, purple = 30, red = 50"
4233,"blue = 50, green = 40, purple = 40, red = 50"
4234,"blue = 50, green = 40, purple = 50, red = 50"
4235,"blue = 50, green = 40, red = 50, yellow = 10"
4236,"blue = 50, green = 40, red = 50, yellow = 20"
4237,"blue = 50, green = 40, red = 50, yellow = 30"
4238,"blue = 50, green = 40, red = 50, yellow = 40"
4239,"blue = 50, green = 40, red = 50, yellow = 50"
4240,"blue = 50, green = 50, purple = 10, red = 50"
4241,"blue = 50, green = 50, purple = 20, red = 50"
4242,"blue = 50, green = 50, purple = 30, red = 50"
4243,"blue = 50, green = 50, purple = 40, red = 50"
4244,"blue = 50, green = 50, purple = 50, red = 50"
4245,"blue = 50, green = 50, red = 50, yellow = 10"
4246,"blue = 50, green = 50, red = 50, yellow = 20"
4247,"blue = 50, green = 50, red = 50, yellow = 30"
4248,"blue = 50, green = 50, red = 50, yellow = 40"
4249,"blue = 50, green = 50, red = 50, yellow = 50"
4250,"blue = 50, purple = 10, red = 50, yellow = 10"
4251,"blue = 50, purple = 10, red = 50, yellow = 20"
4252,"blue = 50, purple = 10, red = 50, yellow = 30"
4253,"blue = 50, purple = 10, red = 50, yellow = 40"
4254,"blue = 50, purple = 10, red = 50, yellow = 50"
4255,"blue = 50, purple = 20, red = 50, yellow = 10"
4256,"blue = 50, purple = 20, red = 50, yellow = 20"
4257,"blue = 50, purple = 20, red = 50, yellow = 30"
4258,"blue = 50, purple = 20, red = 50, yellow = 40"
4259,"blue = 50, purple = 20, red = 50, yellow = 50"
4260,"blue = 50, purple = 30, red = 50, yellow = 10"
4261,"blue = 50, purple = 30, red = 50, yellow = 20"
4262,"blue = 50, purple = 30, red = 50, yellow = 30"
4263,"blue = 50, purple = 30, red = 50, yellow = 40"
4264,"blue = 50, purple = 30, red = 50, yellow = 50"
4265,"blue = 50, purple = 40, red = 50, yellow = 10"
4266,"blue = 50, purple = 40, red = 50, yellow = 20"
4267,"blue = 50, purple = 40, red = 50, yellow = 30"
4268,"blue = 50, purple = 40, red = 50, yellow = 40"
4269,"blue = 50, purple = 40, red = 50, yellow = 50"
4270,"blue = 50, purple = 50, red = 50, yellow = 10"
4271,"blue = 50, purple = 50, red = 50, yellow = 20"
4272,"blue = 50, purple = 50, red = 50, yellow = 30"
4273,"blue = 50, purple = 50, red = 50, yellow = 40"
4274,"blue = 50, purple = 50, red = 50, yellow = 50"
4275,"green = 10, purple = 10, red = 50, yellow = 10"
4276,"green = 10, purple = 10, red = 50, yellow = 20"
4277,"green = 10, purple = 10, red = 50, yellow = 30"
4278,"green = 10, purple = 10, red = 50, yellow = 40"
4279,"green = 10, purple = 10, red = 50, yellow = 50"
4280,"green = 10, purple = 20, red = 50, yellow = 10"
4281,"green = 10, purple = 20, red = 50, yellow = 20"
4282,"green = 10, purple = 20, red = 50, yellow = 30"
4283,"green = 10, purple = 20, red = 50, yellow = 40"
4284,"green = 10, purple = 20, red = 50, yellow = 50"
4285,"green = 10, purple = 30, red = 50, yellow = 10"
4286,"green = 10, purple = 30, red = 50, yellow = 20"
4287,"green = 10, purple = 30, red = 50, yellow = 30"
4288,"green = 10, purple = 30, red = 50, yellow = 40"
4289,"green = 10, purple = 30, red = 50, yellow = 50"
4290,"green = 10, purple = 40, red = 50, yellow = 10"
4291,"green = 10, purple = 40, red = 50, yellow = 20"
4292,"green = 10, purple = 40, red = 50, yellow = 30"
4293,"green = 10, purple = 40, red = 50, yellow = 40"
4294,"green = 10, purple = 40, red = 50, yellow = 50"
4295,"green = 10, purple = 50, red = 50, yellow = 10"
4296,"green = 10, purple = 50, red = 50, yellow = 20"
4297,"green = 10, purple = 50, red = 50, yellow = 30"
4298,"green = 10, purple = 50, red = 50, yellow = 40"
4299,"green = 10, purple = 50, red = 50, yellow = 50"
4300,"green = 20, purple = 10, red = 50, yellow = 10"
4301,"green = 20, purple = 10, red = 50, yellow = 20"
4302,"green = 20, purple = 10, red = 50, yellow = 30"
4303,"green = 20, purple = 10, red = 50, yellow = 40"
4304,"green = 20, purple = 10, red = 50, yellow = 50"
4305,"green = 20, purple = 20, red = 50, yellow = 10"
4306,"green = 20, purple = 20, red = 50, yellow = 20"
4307,"green = 20, purple = 20, red = 50, yellow = 30"
4308,"green = 20, purple = 20, red = 50, yellow = 40"
4309,"green = 20, purple = 20, red = 50, yellow = 50"
4310,"green = 20, purple = 30, red = 50, yellow = 10"
4311,"green = 20, purple = 30, red = 50, yellow = 20"
4312,"green = 20, purple = 30, red = 50, yellow = 30"
4313,"green = 20, purple = 30, red = 50, yellow = 40"
4314,"green = 20, purple = 30, red = 50, yellow = 50"
4315,"green = 20, purple = 40, red = 50, yellow = 10"
4316,"green = 20, purple = 40, red = 50, yellow = 20"
4317,"green = 20, purple = 40, red = 50, yellow = 30"
4318,"green = 20, purple = 40, red = 50, yellow = 40"
4319,"green = 20, purple = 40, red = 50, yellow = 50"
4320,"green = 20, purple = 50, red = 50, yellow = 10"
4321,"green = 20, purple = 50, red = 50, yellow = 20"
4322,"green = 20, purple = 50, red = 50, yellow = 30"
4323,"green = 20, purple = 50, red = 50, yellow = 40"
4324,"green = 20, purple = 50, red = 50, yellow = 50"
4325,"green = 30, purple = 10, red = 50, yellow = 10"
4326,"green = 30, purple = 10, red = 50, yellow = 20"
4327,"green = 30, purple = 10, red = 50, yellow = 30"
4328,"green = 30, purple = 10, red = 50, yellow = 40"
4329,"green = 30, purple = 10, red = 50, yellow = 50"
4330,"green = 30, purple = 20, red = 50, yellow = 10"
4331,"green = 30, purple = 20, red = 50, yellow = 20"
4332,"green = 30, purple = 20, red = 50, yellow = 30"
4333,"green = 30, purple = 20, red = 50, yellow = 40"
4334,"green = 30, purple = 20, red = 50, yellow = 50"
4335,"green = 30, purple = 30, red = 50, yellow = 10"
4336,"green = 30, purple = 30, red = 50, yellow = 20"
4337,"green = 30, purple = 30, red = 50, yellow = 30"
4338,"green = 30, purple = 30, red = 50, yellow = 40"
4339,"green = 30, purple = 30, red = 50, yellow = 50"
4340,"green = 30, purple = 40, red = 50, yellow = 10"
4341,"green = 30, purple = 40, red = 50, yellow = 20"
4342,"green = 30, purple = 40, red = 50, yellow = 30"
4343,"green = 30, purple = 40, red = 50, yellow = 40"
4344,"green = 30, purple = 40, red = 50, yellow = 50"
4345,"green = 30, purple = 50, red = 50, yellow = 10"
4346,"green = 30, purple = 50, red = 50, yellow = 20"
4347,"green = 30, purple = 50, red = 50, yellow = 30"
4348,"green = 30, purple = 50, red = 50, yellow = 40"
4349,"green = 30, purple = 50, red = 50, yellow = 50"
4350,"green = 40, purple = 10, red = 50, yellow = 10"
4351,"green = 40, purple = 10, red = 50, yellow = 20"
4352,"green = 40, purple = 10, red = 50, yellow = 30"
4353,"green = 40, purple = 10, red = 50, yellow = 40"
4354,"green = 40, purple = 10, red = 50, yellow = 50"
4355,"green = 40, purple = 20, red = 50, yellow = 10"
4356,"green = 40, purple = 20, red = 50, yellow = 20"
4357,"green = 40, purple = 20, red = 50, yellow = 30"
4358,"green = 40, purple = 20, red = 50, yellow = 40"
4359,"green = 40, purple = 20, red = 50, yellow = 50"
4360,"green = 40, purple = 30, red = 50, yellow = 10"
4361,"green = 40, purple = 30, red = 50, yellow = 20"
4362,"green = 40, purple = 30, red = 50, yellow = 30"
4363,"green = 40, purple = 30, red = 50, yellow = 40"
4364,"green = 40, purple = 30, red = 50, yellow = 50"
4365,"green = 40, purple = 40, red = 50, yellow = 10"
4366,"green = 40, purple = 40, red = 50, yellow = 20"
4367,"green = 40, purple = 40, red = 50, yellow = 30"
4368,"green = 40, purple = 40, red = 50, yellow = 40"
4369,"green = 40, purple = 40, red = 50, yellow = 50"
4370,"green = 40, purple = 50, red = 50, yellow = 10"
4371,"green = 40, purple = 50, red = 50, yellow = 20"
4372,"green = 40, purple = 50, red = 50, yellow = 30"
4373,"green = 40, purple = 50, red = 50, yellow = 40"
4374,"green = 40, purple = 50, red = 50, yellow = 50"
4375,"green = 50, purple = 10, red = 50, yellow = 10"
4376,"green = 50, purple = 10, red = 50, yellow = 20"
4377,"green = 50, purple = 10, red = 50, yellow = 30"
4378,"green = 50, purple = 10, red = 50, yellow = 40"
4379,"green = 50, purple = 10, red = 50, yellow = 50"
4380,"green = 50, purple = 20, red = 50, yellow = 10"
4381,"green = 50, purple = 20, red = 50, yellow = 20"
4382,"green = 50, purple = 20, red = 50, yellow = 30"
4383,"green = 50, purple = 20, red = 50, yellow = 40"
4384,"green = 50, purple = 20, red = 50, yellow = 50"
4385,"green = 50, purple = 30, red = 50, yellow = 10"
4386,"green = 50, purple = 30, red = 50, yellow = 20"
4387,"green = 50, purple = 30, red = 50, yellow = 30"
4388,"green = 50, purple = 30, red = 50, yellow = 40"
4389,"green = 50, purple = 30, red = 50, yellow = 50"
4390,"green = 50, purple = 40, red = 50, yellow = 10"
4391,"green = 50, purple = 40, red = 50, yellow = 20"
4392,"green = 50, purple = 40, red = 50, yellow = 30"
4393,"green = 50, purple = 40, red = 50, yellow = 40"
4394,"green = 50, purple = 40, red = 50, yellow = 50"
4395,"green = 50, purple = 50, red = 50, yellow = 10"
4396,"green = 50, purple = 50, red = 50, yellow = 20"
4397,"green = 50, purple = 50, red = 50, yellow = 30"
4398,"green = 50, purple = 50, red = 50, yellow = 40"
4399,"green = 50, purple = 50, red = 50, yellow = 50"
4400,"blue = 10, green = 10, purple = 10, yellow = 10"
4401,"blue = 10, green = 10, purple = 10, yellow = 20"
4402,"blue = 10, green = 10, purple = 10, yellow = 30"
4403,"blue = 10, green = 10, purple = 10, yellow = 40"
4404,"blue = 10, green = 10, purple = 10, yellow = 50"
4405,"blue = 10, green = 10, purple = 20, yellow = 10"
4406,"blue = 10, green = 10, purple = 20, yellow = 20"
4407,"blue = 10, green = 10, purple = 20, yellow = 30"
4408,"blue = 10, green = 10, purple = 20, yellow = 40"
4409,"blue = 10, green = 10, purple = 20, yellow = 50"
4410,"blue = 10, green = 10, purple = 30, yellow = 10"
4411,"blue = 10, green = 10, purple = 30, yellow = 20"
4412,"blue = 10, green = 10, purple = 30, yellow = 30"
4413,"blue = 10, green = 10, purple = 30, yellow = 40"
4414,"blue = 10, green = 10, purple = 30, yellow = 50"
4415,"blue = 10, green = 10, purple = 40, yellow = 10"
4416,"blue = 10, green = 10, purple = 40, yellow = 20"
4417,"blue = 10, green = 10, purple = 40, yellow = 30"
4418,"blue = 10, green = 10, purple = 40, yellow = 40"
4419,"blue = 10, green = 10, purple = 40, yellow = 50"
4420,"blue = 10, green = 10, purple = 50, yellow = 10"
4421,"blue = 10, green = 10, purple = 50, yellow = 20"
4422,"blue = 10, green = 10, purple = 50, yellow = 30"
4423,"blue = 10, green = 10, purple = 50, yellow = 40"
4424,"blue = 10, green = 10, purple = 50, yellow = 50"
4425,"blue = 10, green = 20, purple = 10, yellow = 10"
4426,"blue = 10, green = 20, purple = 10, yellow = 20"
4427,"blue = 10, green = 20, purple = 10, yellow = 30"
4428,"blue = 10, green = 20, purple = 10, yellow = 40"
4429,"blue = 10, green = 20, purple = 10, yellow = 50"
4430,"blue = 10, green = 20, purple = 20, yellow = 10"
4431,"blue = 10, green = 20, purple = 20, yellow = 20"
4432,"blue = 10, green = 20, purple = 20, yellow = 30"
4433,"blue = 10, green = 20, purple = 20, yellow = 40"
4434,"blue = 10, green = 20, purple = 20, yellow = 50"
4435,"blue = 10, green = 20, purple = 30, yellow = 10"
4436,"blue = 10, green = 20, purple = 30, yellow = 20"
4437,"blue = 10, green = 20, purple = 30, yellow = 30"
4438,"blue = 10, green = 20, purple = 30, yellow = 40"
4439,"blue = 10, green = 20, purple = 30, yellow = 50"
4440,"blue = 10, green = 20, purple = 40, yellow = 10"
4441,"blue = 10, green = 20, purple = 40, yellow = 20"
4442,"blue = 10, green = 20, purple = 40, yellow = 30"
4443,"blue = 10, green = 20, purple = 40, yellow = 40"
4444,"blue = 10, green = 20, purple = 40, yellow = 50"
4445,"blue = 10, green = 20, purple = 50, yellow = 10"
4446,"blue = 10, green = 20, purple = 50, yellow = 20"
4447,"blue = 10, green = 20, purple = 50, yellow = 30"
4448,"blue = 10, green = 20, purple = 50, yellow = 40"
4449,"blue = 10, green = 20, purple = 50, yellow = 50"
4450,"blue = 10, green = 30, purple = 10, yellow = 10"
4451,"blue = 10, green = 30, purple = 10, yellow = 20"
4452,"blue = 10, green = 30, purple = 10, yellow = 30"
4453,"blue = 10, green = 30, purple = 10, yellow = 40"
4454,"blue = 10, green = 30, purple = 10, yellow = 50"
4455,"blue = 10, green = 30, purple = 20, yellow = 10"
4456,"blue = 10, green = 30, purple = 20, yellow = 20"
4457,"blue = 10, green = 30, purple = 20, yellow = 30"
4458,"blue = 10, green = 30, purple = 20, yellow = 40"
4459,"blue = 10, green = 30, purple = 20, yellow = 50"
4460,"blue = 10, green = 30, purple = 30, yellow = 10"
4461,"blue = 10, green = 30, purple = 30, yellow = 20"
4462,"blue = 10, green = 30, purple = 30, yellow = 30"
4463,"blue = 10, green = 30, purple = 30, yellow = 40"
4464,"blue = 10, green = 30, purple = 30, yellow = 50"
4465,"blue = 10, green = 30, purple = 40, yellow = 10"
4466,"blue = 10, green = 30, purple = 40, yellow = 20"
4467,"blue = 10, green = 30, purple = 40, yellow = 30"
4468,"blue = 10, green = 30, purple = 40, yellow = 40"
4469,"blue = 10, green = 30, purple = 40, yellow = 50"
4470,"blue = 10, green = 30, purple = 50, yellow = 10"
4471,"blue = 10, green = 30, purple = 50, yellow = 20"
4472,"blue = 10, green = 30, purple = 50, yellow = 30"
4473,"blue = 10, green = 30, purple = 50, yellow = 40"
4474,"blue = 10, green = 30, purple = 50, yellow = 50"
4475,"blue = 10, green = 40, purple = 10, yellow = 10"
4476,"blue = 10, green = 40, purple = 10, yellow = 20"
4477,"blue = 10, green = 40, purple = 10, yellow = 30"
4478,"blue = 10, green = 40, purple = 10, yellow = 40"
4479,"blue = 10, green = 40, purple = 10, yellow = 50"
4480,"blue = 10, green = 40, purple = 20, yellow = 10"
4481,"blue = 10, green = 40, purple = 20, yellow = 20"
4482,"blue = 10, green = 40, purple = 20, yellow = 30"
4483,"blue = 10, green = 40, purple = 20, yellow = 40"
4484,"blue = 10, green = 40, purple = 20, yellow = 50"
4485,"blue = 10, green = 40, purple = 30, yellow = 10"
4486,"blue = 10, green = 40, purple = 30, yellow = 20"
4487,"blue = 10, green = 40, purple = 30, yellow = 30"
4488,"blue = 10, green = 40, purple = 30, yellow = 40"
4489,"blue = 10, green = 40, purple = 30, yellow = 50"
4490,"blue = 10, green = 40, purple = 40, yellow = 10"
4491,"blue = 10, green = 40, purple = 40, yellow = 20"
4492,"blue = 10, green = 40, purple = 40, yellow = 30"
4493,"blue = 10, green = 40, purple = 40, yellow = 40"
4494,"blue = 10, green = 40, purple = 40, yellow = 50"
4495,"blue = 10, green = 40, purple = 50, yellow = 10"
4496,"blue = 10, green = 40, purple = 50, yellow = 20"
4497,"blue = 10, green = 40, purple = 50, yellow = 30"
4498,"blue = 10, green = 40, purple = 50, yellow = 40"
4499,"blue = 10, green = 40, purple = 50, yellow = 50"
4500,"blue = 10, green = 50, purple = 10, yellow = 10"
4501,"blue = 10, green = 50, purple = 10, yellow = 20"
4502,"blue = 10, green = 50, purple = 10, yellow = 30"
4503,"blue = 10, green = 50, purple = 10, yellow = 40"
4504,"blue = 10, green = 50, purple = 10, yellow = 50"
4505,"blue = 10, green = 50, purple = 20, yellow = 10"
4506,"blue = 10, green = 50, purple = 20, yellow = 20"
4507,"blue = 10, green = 50, purple = 20, yellow = 30"
4508,"blue = 10, green = 50, purple = 20, yellow = 40"
4509,"blue = 10, green = 50, purple = 20, yellow = 50"
4510,"blue = 10, green = 50, purple = 30, yellow = 10"
4511,"blue = 10, green = 50, purple = 30, yellow = 20"
4512,"blue = 10, green = 50, purple = 30, yellow = 30"
4513,"blue = 10, green = 50, purple = 30, yellow = 40"
4514,"blue = 10, green = 50, purple = 30, yellow = 50"
4515,"blue = 10, green = 50, purple = 40, yellow = 10"
4516,"blue = 10, green = 50, purple = 40, yellow = 20"
4517,"blue = 10, green = 50, purple = 40, yellow = 30"
4518,"blue = 10, green = 50, purple = 40, yellow = 40"
4519,"blue = 10, green = 50, purple = 40, yellow = 50"
4520,"blue = 10, green = 50, purple = 50, yellow = 10"
4521,"blue = 10, green = 50, purple = 50, yellow = 20"
4522,"blue = 10, green = 50, purple = 50, yellow = 30"
4523,"blue = 10, green = 50, purple = 50, yellow = 40"
4524,"blue = 10, green = 50, purple = 50, yellow = 50"
4525,"blue = 20, green = 10, purple = 10, yellow = 10"
4526,"blue = 20, green = 10, purple = 10, yellow = 20"
4527,"blue = 20, green = 10, purple = 10, yellow = 30"
4528,"blue = 20, green = 10, purple = 10, yellow = 40"
4529,"blue = 20, green = 10, purple = 10, yellow = 50"
4530,"blue = 20, green = 10, purple = 20, yellow = 10"
4531,"blue = 20, green = 10, purple = 20, yellow = 20"
4532,"blue = 20, green = 10, purple = 20, yellow = 30"
4533,"blue = 20, green = 10, purple = 20, yellow = 40"
4534,"blue = 20, green = 10, purple = 20, yellow = 50"
4535,"blue = 20, green = 10, purple = 30, yellow = 10"
4536,"blue = 20, green = 10, purple = 30, yellow = 20"
4537,"blue = 20, green = 10, purple = 30, yellow = 30"
4538,"blue = 20, green = 10, purple = 30, yellow = 40"
4539,"blue = 20, green = 10, purple = 30, yellow = 50"
4540,"blue = 20, green = 10, purple = 40, yellow = 10"
4541,"blue = 20, green = 10, purple = 40, yellow = 20"
4542,"blue = 20, green = 10, purple = 40, yellow = 30"
4543,"blue = 20, green = 10, purple = 40, yellow = 40"
4544,"blue = 20, green = 10, purple = 40, yellow = 50"
4545,"blue = 20, green = 10, purple = 50, yellow = 10"
4546,"blue = 20, green = 10, purple = 50, yellow = 20"
4547,"blue = 20, green = 10, purple = 50, yellow = 30"
4548,"blue = 20, green = 10, purple = 50, yellow = 40"
4549,"blue = 20, green = 10, purple = 50, yellow = 50"
4550,"blue = 20, green = 20, purple = 10, yellow = 10"
4551,"blue = 20, green = 20, purple = 10, yellow = 20"
4552,"blue = 20, green = 20, purple = 10, yellow = 30"
4553,"blue = 20, green = 20, purple = 10, yellow = 40"
4554,"blue = 20, green = 20, purple = 10, yellow = 50"
4555,"blue = 20, green = 20, purple = 20, yellow = 10"
4556,"blue = 20, green = 20, purple = 20, yellow = 20"
4557,"blue = 20, green = 20, purple = 20, yellow = 30"
4558,"blue = 20, green = 20, purple = 20, yellow = 40"
4559,"blue = 20, green = 20, purple = 20, yellow = 50"
4560,"blue = 20, green = 20, purple = 30, yellow = 10"
4561,"blue = 20, green = 20, purple = 30, yellow = 20"
4562,"blue = 20, green = 20, purple = 30, yellow = 30"
4563,"blue = 20, green = 20, purple = 30, yellow = 40"
